category_code,normalized_name,logo_width,logo_height,country_code,city,investment_rounds,invested_companies,milestones,relationships,funding_total_usd,acquired_at,logo_ratio,name_length
NA,viaweb,229,91,NA,NA,0,0,0,0,0,1998-06-01,2.5164835164835164,6
NA,net controls,0,0,NA,NA,0,0,0,0,0,1997-09-01,NaN,12
software,navteq,263,59,USA,Chicago,1,1,3,26,0,2008-07-10,4.4576271186440675,6
web,fundamental data limited,101,76,GBR,London,0,0,0,0,0,2008-10-03,1.3289473684210527,24
software,qumranet,230,55,USA,Sunnyvale,0,0,1,6,0,2008-09-04,4.181818181818182,8
advertising,peer39,167,58,USA,New York,0,0,5,18,29915001,2012-04-24,2.8793103448275863,6
advertising,24 7 real media,98,63,USA,New York,0,0,0,34,0,2008-05-17,1.5555555555555556,15
consulting,targusinfo,307,59,USA,McLean,0,0,3,6,0,2011-10-11,5.203389830508475,10
enterprise,hivelive,200,56,USA,Boulder,0,0,3,8,8950000,2009-09-08,3.5714285714285716,8
consulting,obtiva,964,262,USA,NA,0,0,3,4,0,2011-08-04,3.6793893129770994,6
consulting,compete,600,200,USA,Boston,0,0,5,35,33000000,2008-03-03,3,7
biotech,atrium medical,600,164,USA,Hudson,0,0,0,6,0,2011-10-03,3.658536585365854,14
public_relations,icq,288,294,NA,NA,0,0,3,14,0,1998-06-08,0.9795918367346939,3
web,bankingmyway,183,90,USA,Fort Atkinson,0,0,0,1,0,2007-11-01,2.033333333333333,12
advertising,omniture,150,55,USA,Orem,0,0,3,36,25000000,2009-10-23,2.727272727272727,8
web,drugstore,261,75,USA,Bellevue,0,0,2,17,63000000,2011-03-24,3.48,9
biotech,mds analytical technologies,229,77,USA,Sunnyvale,0,0,0,2,0,2009-09-03,2.9740259740259742,27
software,optimost,161,62,USA,San Jose,0,0,0,2,0,2007-10-01,2.596774193548387,8
software,softimage,104,25,CAN,Montreal,0,0,1,4,0,2008-10-23,4.16,9
web,bloglines,206,60,USA,Cary,0,0,2,3,0,2010-11-04,3.433333333333333,9
web,ask,365,241,USA,Oakland,0,0,3,70,25000000,2005-07-01,1.5145228215767634,3
software,attenex,0,0,USA,Seattle,0,0,1,3,5000000,2008-07-02,NaN,7
NA,ixos software ag,0,0,NA,NA,0,0,0,1,0,2004-01-01,NaN,16
security,trustgo,180,180,USA,Santa Clara,0,0,1,2,1500000,2013-02-01,1,7
public_relations,slide,108,40,USA,San Francisco,0,0,3,37,78000000,2010-08-06,2.7,5
mobile,wichorus,131,62,USA,San Jose,0,0,1,18,42500000,2009-10-22,2.1129032258064515,8
web,bebo,200,74,USA,San Francisco,0,0,3,30,15000000,2008-03-13,2.7027027027027026,4
